"1","Заказал 15.08, сказали доставка до 8 дней, прошло 10, ни ответа, ни привета, дозвониться невозможно"
"5","Какая тут Версия HDMI ????"
"5","Хороший, качественный монитор за относительно небольшие деньги"
"5","Купили то, что хотели... Соответствует всем заявленным параметрам..."
"5","Когда будет в наличии?"
"4","Отличный выбор, все прекрасно, но для игры в кс го не годится(5 мс матрица не то). Для всех остальных целей хороший выбор."
"5","Пользуемся полгода. Отличный аппарат! Лучший за эту цену. Советую."
"5","Купил данный монитор для работы, не ожидал что он будет таких размеров"
"5","Добрий день! Як монітори такого типу працюють з ноутбуками?"
"5","Весьма не плохой монитор, как по мне абсолютно стоит своих денег, до этого тоже был Benq, там были более красочные цвета, но хуже разрешение, в следствии чего, изображение в этом мониторе более чёткое, диагонали идентичные в обоих моделях, в целом тут весьма сбалансированные характеристики, в общем покупкой остался доволен, вполне можно брать его и не переживать"
"5","Хорошое сочитание цены и качества"
"5","За свои деньги, этот мононитор один из лучших. Недостатков для себя особо не заметил, возможно было бы + лучшие встроенные динамики, но это уже другая история..."
"5","Дизайн, качество,матрица,подставка... Монитор просто бомба! Советую. Выбирал долго на замену LG. Аппарат ожидания даже превзошёл. Розетке как всегда рэспект! Три года как покупаю только у вас. Молодцы, спасибо,так держать. (не прогиб!)"
"5","Стоит ли покупать такой моник для CS:GO?"
